id,tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,fulldescriptions
157,tt8186932,M.O.M.: Mothers of Monsters,M.O.M.: Mothers of Monsters,2020,Thriller,98,USA,English,Tucia Lyman,Tucia Lyman,"A distraught mother suspects her teenage son is plotting a school shooting, but when he slips through the cracks of the system, she is forced to take matters into her own hands. After ...",5.5,642,"https://m.media-amazon.com/images/M/MV5BZWQzMTY3MWEtMzIwOS00ODM1LWI5ODAtMzdjNDZhMTYxMTA1XkEyXkFqcGdeQXVyMTg0MTI3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg","    A distraught mother suspects her teenage son is plotting a school shooting, but when he slips through the cracks of the system, she is forced to take matters into her own hands. After installing an elaborate spy camera system in their home, Abbey captures a series of disturbing videos that confirm her worst fears. Torn between a mother's unconditional love and a mother's acute intuition, Abbey caters her videos to all the other ""mothers of monsters"" online. Abbey's plan backfires when Jacob uses a dark family secret against her, launching both mother and son on a terrifying, and ultimately deadly, game of cat and mouse."
158,tt3979300,Magic Camp,Magic Camp,2020,"Comedy, Family, Fantasy",100,USA,English,Mark Waters,"Micah Fitzerman-Blue, Noah Harpster","Andy, at the urging of his former mentor and Magic Camp owner Roy Preston, returns as a counselor to the camp of his youth hoping to reignite his career.",6.3,1702,"https://m.media-amazon.com/images/M/MV5BMGViYTc1MWQtNDUxOS00ZmZhLWFkOTctYzA4NWU2OTE3M2UwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX182_CR0,0,182,268_AL_.jpg","    Andy, at the urging of his former mentor and Magic Camp owner Roy Preston, returns as a counselor to the camp of his youth hoping to reignite his career."
159,tt6902000,Make America White Again,Make America White Again,2020,Comedy,103,USA,"English, Mandarin, Russian, Spanish",Raaw Horan,"Xai Homechan, Raaw Horan","In an alternate, xenophobic America, four immigrants must undergo white-face makeovers in order to secure employment at a software company.",1.8,109,"https://m.media-amazon.com/images/M/MV5BZTBhMGMyODgtNzNjNy00MzUyLWIxOGMtNzJmNzYwZGNiYmE5XkEyXkFqcGdeQXVyMTAxOTgyMDYz._V1_UY268_CR9,0,182,268_AL_.jpg","    In an alternate, xenophobic America, four immigrants must undergo white-face makeovers in order to secure employment at a software company."
160,tt8636690,Making Time,Making Time,2020,"Adventure, Romance",107,USA,English,Grant Pichla,Grant Pichla,"After traveling back in time, a divorced workaholic must repeat his past footsteps in order to return to an unaltered present, but struggles when it means re-proposing to his ex-wife.",5.8,108,"https://m.media-amazon.com/images/M/MV5BMWVjMGFjY2ItNWZiMy00ZGUyLTg3MzctMDI4YWJkZTgyN2MzXkEyXkFqcGdeQXVyMzQxOTQwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg","    Divorced scientist Nick turned his back on everyone to one day achieve time travel. Now, with a chance to prove his finished time machine works, he and failed physicist Dr. Kent hold their breath as they initiate launch from Nick's basement, only to find the house loses power. Suddenly a man comes downstairs: it's a younger version of Nick. Without thinking, they conk him over the head with a wrench and confirm it's the year 2012. However, to have any chance at returning to an unaltered present, Nick must fill his younger shoes and repeat the events of the night - but he quickly discovers it's the night of his engagement party - surrounded by the friends he's neglected - proposing to Jess, the woman he just divorced."
161,tt11032990,Malibu Rescue - Una nuova onda,Malibu Rescue: The Next Wave,2020,"Action, Adventure, Comedy",68,USA,English,Savage Steve Holland,"Jed Elinoff, Savage Steve Holland","It's summer again, and everyone's favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of...",4.5,386,"https://m.media-amazon.com/images/M/MV5BYmIyZjVkNDQtOWEyZC00OGYzLWIwNWYtNGUyMmFkMDQ5ZWYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR4,0,182,268_AL_.jpg","    It's summer again, and everyone's favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of the entire planet are on Malibu Beach. But when Team USA falls victim to a bout of food poisoning, it's up to Tyler, Dylan, Eric, Lizzie and Gina to represent their country in the world's most extreme lifeguard challenge."
162,tt7424290,Max Reload and the Nether Blasters,Max Reload and the Nether Blasters,2020,"Adventure, Comedy, Sci-Fi",100,USA,English,"Scott Conditt, Jeremy Tremp","Scott Conditt, Jeremy Tremp",A small town video game store clerk must go from zero to hero after accidentally unleashing the forces of evil from a cursed Colecovision game... Max Jenkins' gaming fantasies collides with...,4.4,225,"https://m.media-amazon.com/images/M/MV5BNjkwMTY3YjQtNjZiOC00NmVhLWJjMTgtYjE1NTVmNWMyOTk1XkEyXkFqcGdeQXVyMTU2MTk5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg","    A small town video game store clerk must go from zero to hero after accidentally unleashing the forces of evil from a cursed Colecovision game... Max Jenkins' gaming fantasies collides with reality when a legendary ""lost"" installment of the Nether Game series appears on the store counter of his workplace, Fallout Games. Unbeknownst to Max, the game bears a ""Curse of The Ages"", and in playing it, he has just unlocked the Nether, an ancient malevolent force of evil from the cartridge, upon his small hometown. Along with a mysterious masked man and his two best friends, Liz and Reggie, Max must figure out how to beat the Nether at it's own game before it's Game Over for humanity."
163,tt9179096,Minamata,Minamata,2020,Drama,115,USA,English,Andrew Levitas,"David Kessler, Andrew Levitas",War photographer,7.4,248,"https://m.media-amazon.com/images/M/MV5BMGVkNTFjY2QtZTBkMi00YTE2LTk1NTYtNGRjZTUwMTA2ZjcwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",    War photographer W. Eugene Smith travels back to Japan where he documents the devastating effect of mercury poisoning in coastal communities.
164,tt10633456,Minari,Minari,2020,Drama,115,USA,English,Lee Isaac Chung,Lee Isaac Chung,A Korean family moves to Arkansas to start a farm in the 1980s.,8,167,"https://m.media-amazon.com/images/M/MV5BNWEzOTNjNDgtZDhhYS00ODAxLWIzNGMtYjU3OGZhYmI3ZDU4XkEyXkFqcGdeQXVyMTAzNjk5MDI4._V1_UY268_CR1,0,182,268_AL_.jpg","    Yearning to own a small patch of land and be more than a chicken sexer, the ambitious paterfamilias, Jacob Yi, relocates his Korean-American family, sceptical wife, Monica, and their children, David and Anne, from California to 1980s rural Arkansas, to start afresh and capture the elusive American Dream. However, new beginnings are always challenging, and to find out what is best for the family, let alone start a 50-acre farm to grow and sell Korean fruits and vegetables, is easier said than done. But, amid sincere promises, cultural unease, fleeting hopes, and the ever-present threat of financial disaster, Jacob is convinced that he has found their own slice of Eden in the rich, dark soil of Arkansas. Can grandma Soon-ja's humble but resilient minari help the Yi family figure out their place in the world?"
165,tt10268550,Minyan,Minyan,2020,Drama,118,USA,"English, Hebrew, Yiddish, Russian, German",Eric Steel,"David Bezmozgis, Daniel Pearle",,6.8,121,"https://m.media-amazon.com/images/M/MV5BNzA3NGFhMGMtNzYzYy00NTM5LTkzMWMtMmUyMDZlNTdlMGVmXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",    A young Jewish man is caught between thrilling private trysts and his repressive family in this thoughtful drama set in 1980s Brooklyn.
166,tt11394158,Miss Juneteenth,Miss Juneteenth,2020,Drama,99,USA,,Channing Godfrey Peoples,Channing Godfrey Peoples,"A former beauty queen and single mom prepares her rebellious teenage daughter for the ""Miss Juneteenth"" pageant.",6.1,529,"https://m.media-amazon.com/images/M/MV5BNTA5ZWU4ZTYtMGY0ZC00M2FkLTlmODktZDJmNGJjZjdhYzEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    A former beauty queen and single mom prepares her rebellious teenage daughter for the ""Miss Juneteenth"" pageant."
167,tt9892094,Mogul Mowgli,Mogul Mowgli,2020,Drama,90,"UK, USA",,Bassam Tariq,"Riz Ahmed, Bassam Tariq","A British Pakistani rapper is on the cusp of his first world tour, but is struck down by an illness that threatens to derail his big break.",6.9,143,"https://m.media-amazon.com/images/M/MV5BNTE5MWQ1OGMtMmFiZS00ZGQ3LTljNTktNGJhNzkzOWNiNTI4XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UY268_CR3,0,182,268_AL_.jpg","    A British Pakistani rapper is on the cusp of his first world tour, but is struck down by an illness that threatens to derail his big break."
168,tt7286966,Money Plane,Money Plane,2020,Action,82,USA,English,Andrew Lawrence,"Tyler W. Konney, Andrew Lawrence",A professional thief with $40 million in debt and his family's life on the line must commit one final heist - rob a futuristic airborne casino filled with the world's most dangerous criminals.,3,725,"https://m.media-amazon.com/images/M/MV5BMTRkZjZmZDYtZTRkOC00ZGY0LThmZjItYWRmYTZlYWI3ZjE3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY268_CR2,0,182,268_AL_.jpg",    A professional thief with $40 million in debt and his family's life on the line must commit one final heist - rob a futuristic airborne casino filled with the world's most dangerous criminals.
169,tt12198504,Monstrous,Monstrous,2020,"Drama, Fantasy",86,USA,English,Bruce Wemple,Anna Shields,"A young woman goes searching for answers after her friend mysteriously vanishes in Whitehall, NY, an Adirondack town known for its Bigfoot sightings. She quickly learns that hiding in the ...",3.3,161,"https://m.media-amazon.com/images/M/MV5BZjMyYmZmYTktYTFmNS00NWM0LTlhZTEtNzEzNjMwMWQ4ZjcyXkEyXkFqcGdeQXVyNjk3NDM2NQ@@._V1_UY268_CR2,0,182,268_AL_.jpg","    A young woman goes searching for answers after her friend mysteriously vanishes in Whitehall, NY, an Adirondack town known for its Bigfoot sightings. She quickly learns that hiding in the woods is an evil more sinister than she could ever imagine."
170,tt5715066,Mortal,Mortal,2020,"Action, Adventure, Fantasy",100,"Norway, USA, UK","Norwegian, English",André Øvredal,"Geoff Bussetil, Norman Lesperance",Fantasy adventure origin story about a young man discovering he has God-like powers based on ancient Norwegian mythology.,5.8,1885,"https://m.media-amazon.com/images/M/MV5BYWU1MTM4OTktZTU4OS00ZWNiLTk0ZTYtOGM4Y2M3NTVhOGJlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX182_CR0,0,182,268_AL_.jpg","    MORTAL is a fantasy adventure origin story about a young man, Eric, who discovers he has God-like powers based on ancient Norwegian mythology. While hiding in the wilderness of western Norway, Eric accidentally kills a teenager in an inexplicable way and is subsequently arrested. Before being interrogated, he meets Christine, a young psychologist trying to figure out what really happened. She believes Eric and feels sympathy with him. Soon the American embassy shows up wanting Eric extradited, but he manages to flee with Christine. On the run, with both Norwegian and American authorities after him, Eric finally discovers who, or what, he really is."
171,tt9580138,Mortal Kombat Legends: Scorpion's Revenge,Mortal Kombat Legends: Scorpion's Revenge,2020,"Animation, Action, Adventure",80,USA,English,Ethan Spaulding,"Jeremy Adams, Ed Boon","Hanzo Hasashi loses his clan, family, and his life during an attack by a rival ninja clan. He is given the chance to compete in an interdimensional tournament to save his loved ones.",7.5,9100,"https://m.media-amazon.com/images/M/MV5BNzY3YTUwYTQtNjkwNy00OTAyLWE0OWEtYmE3MGIyOWZkODY1XkEyXkFqcGdeQXVyMjkyNzYwMTc@._V1_UX182_CR0,0,182,268_AL_.jpg","    Hanzo Hasashi loses his clan, family, and his life during an attack by a rival ninja clan. He is given the chance to compete in an interdimensional tournament to save his loved ones while other fighters try to save the Earth realm from annihilation."
172,tt11777308,Murder Death Koreatown,Murder Death Koreatown,2020,"Crime, Horror, Mystery",80,USA,English,,,"After his neighbor's real life murder, an unemployed man goes down the rabbit hole investigating what he believes to be a conspiracy.",5.1,140,"https://m.media-amazon.com/images/M/MV5BN2I0NzQzOTgtMmEwMi00Y2I2LWFjNTItNmNmNjY2YTlmZDEzXkEyXkFqcGdeQXVyMTEzNTMwMzQ0._V1_UX182_CR0,0,182,268_AL_.jpg","    After his neighbor's real life murder, an unemployed man goes down the rabbit hole investigating what he believes to be a conspiracy."
173,tt12384178,Murder Manual,Murder Manual,2020,"Horror, Thriller",91,USA,English,"Michael Escobedo, Kelly Hallmark","Shirine Best, Eleanor Emptage","Creepy, terrifying chapters from our book of horror include a little girl's journey from a world of nightmares into the nightmare of reality, a gay couple's romantic getaway in Palm Springs...",2.3,281,"https://m.media-amazon.com/images/M/MV5BMDI5ZDU2OWItZTkyMy00NTYwLTgwNjktNGRjNjgxNzJkM2M1XkEyXkFqcGdeQXVyMjY5ODU3OA@@._V1_UY268_CR9,0,182,268_AL_.jpg","    Creepy, terrifying chapters from our book of horror include a little girl's journey from a world of nightmares into the nightmare of reality, a gay couple's romantic getaway in Palm Springs that turns murderous, a young woman whose rideshare turns deadly, and a girl who is held captive by a circus that must be rescued by her husband."
174,tt8540100,Murder RX,Murder RX,2020,Drama,86,USA,English,Ken Brisbois,Michelle Brown,A single mom moves to a small town hoping for a fresh start. Soon she discovers dark secrets hidden in this quaint town that she may not be able to escape.,3.8,101,"https://m.media-amazon.com/images/M/MV5BNzczN2U4NTMtZWQ2OS00M2IwLWJhZGEtNjQ0MTllYjkwMzJmXkEyXkFqcGdeQXVyMjYxODk0MjM@._V1_UY268_CR6,0,182,268_AL_.jpg",    A single mom moves to a small town hoping for a fresh start. Soon she discovers dark secrets hidden in this quaint town that she may not be able to escape.
175,tt3037588,My Senior Year,My Senior Year,2020,"Comedy, Drama, Romance",85,USA,English,Joe Carlini,"Joe Carlini, Joe Carlini","My Senior Year is a film about love, friendship and triumph. The film touches on the issue of prevention of suicide.",4.8,118,"https://m.media-amazon.com/images/M/MV5BODgyZGM3YzQtYjMwYi00MjliLWJmMzUtZmM0NTUwNWE3ODYzXkEyXkFqcGdeQXVyMjIxODA2MTA@._V1_UX182_CR0,0,182,268_AL_.jpg","    My Senior Year is a film about love, friendship and triumph. The film touches on the issue of prevention of suicide."
176,tt8242084,My Spy,My Spy,2020,"Action, Comedy, Family",99,"USA, Canada","English, French, Russian",Peter Segal,"Erich Hoeber, Jon Hoeber","A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",6.3,16651,"https://m.media-amazon.com/images/M/MV5BNzMyOWRjYjUtMjc2OC00MWUyLWEzODktYWZlZDYxYjk4MDViXkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_UX182_CR0,0,182,268_AL_.jpg","    A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family."
177,tt10735778,Nashi Kotyky,Nashi Kotyky,2020,Comedy,110,"Ukraine, USA, Canada","Ukrainian, Russian",Volodymyr Tykhyy,Volodymyr Tykhyy,"In 2014 Russia's hybrid war against Ukraine turns hot. An engineer, actor, soccer coach and florist volunteer to fight on the front line. Unaware of the pivotal role they will play in the war, they discover the meaning of true leadership.",8.4,682,"https://m.media-amazon.com/images/M/MV5BZmM3YTUwYTEtOTMyNi00YjBkLTljOGUtZjRjZGI0N2IzMmU0XkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_UY268_CR2,0,182,268_AL_.jpg","    In 2014 Russia's hybrid war against Ukraine turns hot. An engineer, actor, soccer coach and florist volunteer to fight on the front line. Unaware of the pivotal role they will play in the war, they discover the meaning of true leadership."
178,tt3274690,Nathan's Kingdom,Nathan's Kingdom,2020,"Adventure, Drama, Sci-Fi",93,USA,English,Olicer J. Muñoz,Olicer J. Muñoz,"Nathan's Kingdom is about a young autistic man (Nathan) struggling with his teenage opiate-addicted sister (Laura), and together they risk their lives to find a fictitious kingdom with the potential of changing their lives forever.",7,1625,"https://m.media-amazon.com/images/M/MV5BMzkxNGU2YTQtMmI3Zi00OTA1LWJkMDQtMTc0M2Y2NjZjNzk5XkEyXkFqcGdeQXVyMjU5NDc4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg","    ""Nathan's Kingdom"" is a dark fantasy, coming-of-age drama about Nathan, a young autistic man struggling with his teenage opiate-addicted sister, Laura, and rather than surrendering to social services, they risk their lives to find a fictitious kingdom with the potential of changing their lives forever. To cope with the hardships of a broken home, Nathan spent his younger years playing with his self-appointed best friend, Laura. Together, they invent a fictitious safe haven called ""The Kingdom"" and promise each other to one day find it. Ten years go by and adulthood sets in. In an effort to save the only family he has, Nathan outmaneuvers social services and takes Laura on a mythical quest: battling monsters, enduring epic wars, and confronting an underground civilization of ghouls in hopes to find the Kingdom with the potential to transform their lives forever."
179,tt7772582,Mai raramente a volte sempre,Never Rarely Sometimes Always,2020,Drama,101,"UK, USA",English,Eliza Hittman,Eliza Hittman,A pair of teenage girls in rural Pennsylvania travel to New York City to seek out medical help after an unintended pregnancy.,7.3,6245,"https://m.media-amazon.com/images/M/MV5BOGUzZjZhMmUtZDE4Yi00NTI0LWJlMDUtNTU1OWI2ZWM1MzBmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Inseparable best friends and cousins Autumn and Skylar precariously navigate the vulnerability of female adolescence in rural Pennsylvania. When Autumn mysteriously falls pregnant, she's confronted by conservative legislation without mercy for blue-collar women seeking an abortion. With Skylar's unfailing support and bold resourcefulness, money to fund the procedure is secured and the duo board a bus bound for New York state to find the help Autumn needs."
180,tt10451852,Nine Days,Nine Days,2020,"Drama, Fantasy",124,USA,English,Edson Oda,Edson Oda,A reclusive man conducts a series of interviews with human souls for a chance to be born.,7.5,178,"https://m.media-amazon.com/images/M/MV5BZTNmOGFiOGEtMDQyZS00NDhmLThiMTAtZDk2YjAxZmExZDJiXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_UX182_CR0,0,182,268_AL_.jpg","    Will (Winston Duke) spends his days in a remote outpost watching the live Point of View (POV) on TV's of people going about their lives, until one subject perishes, leaving a vacancy for a new life on earth. Soon, several candidates - unborn souls - arrive at Will's to undergo tests determining their fitness, facing oblivion when they are deemed unsuitable. But Will soon faces his own existential challenge in the form of free-spirited Emma (Zazie Beetz), a candidate who is not like the others, forcing him to turn within and reckon with his own tumultuous past. Fueled by unexpected power, he discovers a bold new path forward in his own life. Making his feature-film debut after a series of highly acclaimed and award-winning short films and music videos, Japanese Brazilian director Edson Oda delivers a heartfelt and meditative vision of human souls in limbo, aching to be born against unimaginable odds, yet hindered by forces beyond their will."
181,tt9434836,Norm of the North: Family Vacation,Norm of the North: Family Vacation,2020,"Animation, Adventure, Comedy",90,USA,English,Anthony Bell,"Elie Choufany, Alec Sokolow","Overwhelmed with his Kingly duties, Norm's crown is stolen and he embarks on a journey to find it in conjunction with repairing his family's relationship.",3.1,106,"https://m.media-amazon.com/images/M/MV5BZWQyYmQ1NDktYTg2Ni00OWNmLTk3OTEtNzE1MjcwZjgxNWMzXkEyXkFqcGdeQXVyMjM5NjM5NzU@._V1_UX182_CR0,0,182,268_AL_.jpg","    Overwhelmed with his Kingly duties, Norm struggles to make time for both his kingdom and his family. When his crown is mysteriously stolen, he must embark on a journey to not only find the crown, but to also repair his relationship with his family."
182,tt7117966,Ode to Passion,Ode to Passion,2020,"Drama, Musical, Romance",128,USA,English,Jack Danini,Jack Danini,"In New York City, a young writer's resolute belief in true love is put to the test by a beautiful girl and her struggle with addiction. This original rock musical drama is made unique by its non-musical scenes spoken purely in verse.",5.8,374,"https://m.media-amazon.com/images/M/MV5BNWVmMDEwMjktOTUyMC00OGMxLTgxNjgtYzAwMWU0YTg5ODIzXkEyXkFqcGdeQXVyNTc4MTY0MzA@._V1_UX182_CR0,0,182,268_AL_.jpg","    ODE TO PASSION is an original Rock Musical Drama built around 18 pop rock songs. It follows a young writer, whose belief in true love is put to the test by a beautiful girl and her struggle with addiction. The film is made unique by its non-musical scenes that are spoken purely in verse. This approach reflects the purity and beauty - as well as the hidden naivety - of young love. Working seamlessly with the musical numbers, it complements the pace of the film to create a constant melodic rhythm, even when no music is present. Broadway veteran Giuseppe Bausilio, as well as Broadway newcomer, Julia Nightingale bring to life this story of young love and the path it is destined to take."
183,tt12192190,One Night in Bangkok,One Night in Bangkok,2020,"Action, Thriller",105,USA,English,Wych Kaosayananda,Wych Kaosayananda,"A hit man named Kai (Mark Dacascos) flies into Bangkok, gets a gun, and orders a cab. He offers a professional female driver big money to be his all-night driver. But when she realizes Kai ...",4.8,601,"https://m.media-amazon.com/images/M/MV5BMjdiYjQyNWMtZjExMi00ZWYwLWE3NWUtNzhkYjIzMjdhZTkzXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY268_CR6,0,182,268_AL_.jpg","    A hit man named Kai (Mark Dacascos) flies into Bangkok, gets a gun, and orders a cab. He offers a professional female driver big money to be his all-night driver. But when she realizes Kai is committing brutal murders at each stop, it's too late to walk away. Meanwhile, an offbeat police detective (Kane Kosugi) races to decode the string of slayings before more blood is spilled."
184,tt7146812,Onward - Oltre la magia,Onward,2020,"Animation, Adventure, Comedy",102,USA,English,Dan Scanlon,"Dan Scanlon, Keith Bunin",Two elven brothers embark on a quest to bring their father back for one day.,7.4,76905,"https://m.media-amazon.com/images/M/MV5BMTZlYzk3NzQtMmViYS00YWZmLTk5ZTEtNWE0NGVjM2MzYWU1XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg","    In a suburban fantasy world, two teenage elf brothers, Ian and Barley Lightfoot, go on a journey to discover if there is still a little magic left out there in order to spend one last day with their father, who died when they were too young to remember him. Like any good quest, their journey is filled with magic spells, cryptic maps, impossible obstacles and unimaginable discoveries. When the boys' fearless mom, Laurel, realizes that her sons are missing, she teams up with the legendary winged-lion-scorpion former warrior -- The Manticore -- and heads off to find them. Perilous curses aside, this one magical day could mean more than any of them ever dreamed."
185,tt10958102,Our Scripted Life,Our Scripted Life,2020,Comedy,88,USA,English,David Towner,"David Towner, John Zulovitz","A daytime television actor hatches a plan to produce a film starring him and his co-star, hoping it will make her fall in love with him.",7.8,252,"https://m.media-amazon.com/images/M/MV5BNGYxMGFjNTYtNmY0MC00ZDUzLWI0MTctNDc1NzZiOTdlZjc3XkEyXkFqcGdeQXVyMjc1MjY0Ng@@._V1_UY268_CR3,0,182,268_AL_.jpg","    A daytime television actor hatches a plan to produce a film starring him and his co-star, hoping it will make her fall in love with him."
186,tt5848326,Over-the-Rhine,Over-the-Rhine,2020,Drama,100,USA,English,Mitch Teemley,Mitch Teemley,"A woman's only son is killed by an opiate-addicted driver. Her grief turns to rage when the court system fails her and, desperately seeking justice, she pursues him. Their confrontation reveals more than they ever could have imagined.",4.1,105,"https://m.media-amazon.com/images/M/MV5BN2UwYzE3MTMtMmUyNC00YjRlLTlmYzUtMTc5N2ZhZjE4ZTNhXkEyXkFqcGdeQXVyMjEzNjY0NTg@._V1_UX182_CR0,0,182,268_AL_.jpg","    A woman's only son is killed by an opiate-addicted driver. Her grief turns to rage when the court system fails her and, desperately seeking justice, she pursues him. Their confrontation reveals more than they ever could have imagined."
187,tt9484998,Palm Springs,Palm Springs,2020,"Comedy, Fantasy, Mystery",90,"USA, Hong Kong",English,Max Barbakow,Andy Siara,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated as they are unable to escape the venue, themselves, or each other.",7.4,44712,"https://m.media-amazon.com/images/M/MV5BYjk0MTgzMmQtZmY2My00NmE5LWExNGUtYjZkNTA3ZDkyMTJiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY268_CR0,0,182,268_AL_.jpg","    While stuck at a wedding in Palm Springs, Nyles (Andy Samberg) meets Sarah (Cristin Milioti), the maid of honor and family black sheep. After he rescues her from a disastrous toast, Sarah becomes drawn to Nyles and his offbeat nihilism. But when their impromptu tryst is thwarted by a surreal interruption, Sarah must join Nyles in embracing the idea that nothing really matters, and they begin wreaking spirited havoc on the wedding celebration."
188,tt11176322,Paydirt,Paydirt,2020,"Crime, Thriller",81,USA,,Christian Sesma,Christian Sesma,"A parolee teams up with his old crew determined to find a buried bag of cash stolen five years ago from a DEA bust gone bad, while being tracked by a retired Sheriff.",3.9,239,"https://m.media-amazon.com/images/M/MV5BNTVkZjVlN2ItZTQ3NS00NTY5LWI2MjQtYjFlZDdlNzQ1OTNhXkEyXkFqcGdeQXVyNjgxODY5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","    A parolee teams up with his old crew determined to find a buried bag of cash stolen five years ago from a DEA bust gone bad, while being tracked by a retired Sheriff."
189,tt1964995,Penance Lane,Penance Lane,2020,Horror,84,USA,,Péter Engert,"Renae Geerlings, Matt Granger",A hardened criminal fresh out of the joint takes a job as a handyman in a dilapidated house; but the twisted horrors he finds inside are enough to send anyone running. So why does he stay? And why are so many people drawn to Penance Lane?,4.8,828,"https://m.media-amazon.com/images/M/MV5BMmIyYmNiYjEtNzYzYy00OGJkLThhZTctMGViZGM4NzBhMDA5XkEyXkFqcGdeQXVyMjIxODA2MTA@._V1_UX182_CR0,0,182,268_AL_.jpg",    A hardened criminal fresh out of the joint takes a job as a handyman in a dilapidated house; but the twisted horrors he finds inside are enough to send anyone running. So why does he stay? And why are so many people drawn to Penance Lane?
190,tt1817232,Phineas and Ferb the Movie: Candace Against the Universe,Phineas and Ferb the Movie: Candace Against the Universe,2020,"Animation, Adventure, Comedy",86,USA,English,Bob Bowen,"Dan Povenmire, Jeff 'Swampy' Marsh",The famed stepbrother inventors know what they're gonna do today. They're gonna rescue their sister from an alien abduction.,7.4,1203,"https://m.media-amazon.com/images/M/MV5BMGE2Mjc3YjAtZTcwNy00YjgyLWEyNDYtZjBiOGI1N2JkNzkzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",    The famed stepbrother inventors know what they're gonna do today. They're gonna rescue their sister from an alien abduction.
191,tt7550000,Project Power,Project Power,2020,"Action, Crime, Sci-Fi",113,USA,English,"Henry Joost, Ariel Schulman",Mattson Tomlin,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.",6,45177,"https://m.media-amazon.com/images/M/MV5BYzBhOWU4ODAtZDYzYi00NDU1LWIzZWUtNDZmMDgxODljZTVmXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX182_CR0,0,182,268_AL_.jpg","    On the streets of New Orleans, word begins to spread about a mysterious new pill that unlocks superpowers unique to each user. The catch: You don't know what will happen until you take it. While some develop bulletproof skin, invisibility, and super strength, others exhibit a deadlier reaction. But when the pill escalates crime within the city to dangerous levels, a local cop (Joseph Gordon-Levitt) teams with a teenage dealer (Dominique Fishback) and a former soldier fueled by a secret vendetta (Jamie Foxx) to fight power with power and risk taking the pill in order to track down and stop the group responsible for creating it."
192,tt9620292,Promising Young Woman,Promising Young Woman,2020,"Comedy, Crime, Drama",113,"UK, USA",English,Emerald Fennell,Emerald Fennell,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who cross her path.",6.5,349,"https://m.media-amazon.com/images/M/MV5BOTI0OGQzOWEtZWY1ZC00MTFjLThmODAtYWQ3MDk4ZGEyNGYyXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UX182_CR0,0,182,268_AL_.jpg","    Pushing thirty, and defined by a hideous crime involving her bosom friend, Nina, emotionally scarred medical school dropout, Cassie, knows firsthand that some wounds never heal. Leading an uneventful existence, still living with her parents, waiting tables at a cheap coffee shop to earn a living, Cassie has found the perfect way to deal with the painful past. Dressed to kill, at night, Cassie frequents the local bars and nightclubs, pretending to be dead-drunk, utterly helpless and vulnerable. And, every week, lethally beautiful Cassie is on the prowl for all sorts of nocturnal predators and other wolves in sheep's clothing, who are unaware that, sometimes, the hunter can become the prey. Then, Ryan, a kindly and caring old classmate who is the bee's knees, enters the picture, and just like that, Cassie wants out. However, everybody knows that breaking bad habits is easier said than done. Could Ryan be the one?"
